Story,No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Justification
27-general-assembly-landlords,18.0,"While most landlords do this already, Thompson said he’s heard from tenants who tell him they have no way of contacting their landlord or property manager about maintenance issues.",Named Person,Dwayne Thompson,Rep. (D-Cordova) ,"Thompson was able to pass one bill this year he thinks will help tenants.  Assuming the bill is signed by Lee, it will require landlords to provide tenants with a phone number or online portal they can use to make maintenance requests."
27-general-assembly-landlords,19.0,"“I really am happy to see that pass,” Rees said. “I think it’s important that tenants do have good quality contact information for their property manager or owner.”",Named Person,Brian Rees,"staff attorney, The Works Inc","Still, Rees sees the legislation’s passage as a win. Because even if landlords aren’t responsive, it will provide tenants with proof they’re requesting maintenance through the proper channels — proof lawyers like Rees could theoretically use in their defense. "
28-scranton-ukrainian-weapons,2.0,"“We’re all about quality jobs, and that’s a quality organization,” Bob Durkin, the president and chief executive officer of the Scranton Chamber of Commerce said. “So the infusion of additional funding to support is important to us.”",Named Person,Bob Durkin,President and chief executive officer of the Scranton Chamber of Commerce,
28-scranton-ukrainian-weapons,3.0,"“It’s not $277 million that stays here. But, you know, it’s a good chunk of it,” Cartwright said. “And it’s important that we keep that work coming.”",Named Person,Matt Cartwright,Congressman,who sits on the House Appropriations Committee and represents Scranton and other parts of Northeastern Pennsylvania
28-scranton-ukrainian-weapons,4.0,"“I don’t really think that people dwell or concentrate on anything that’s going on outside of their sphere of influence,” Rich Hansen, the Commander’s Representative at the Scranton Army Ammunition Plant, said. we’re kind of busy concentrating on what’s going on in Scranton.”",Named Person,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,"But at the Scranton Army Ammunition Plant, politics are hardly a concern:"
28-scranton-ukrainian-weapons,5.0,"“We had a job fair in the middle of a heat wave and there was still a line going out of the door,” Danielle Weinschenk, the lead Public Affairs Specialist at the Tobyhanna Army Depot said. “We had another one when it was pouring rain, and the same thing happened.”",Named Person,Danielle Weinschenk, Lead Public Affairs Specialist at the Tobyhanna Army Depot,"The Tobyhanna Army Depot, which specializes in logistics support and radar equipment for foreign allies such as Ukraine, estimates that the company has a $2.4 billion dollar impact on the area and that it is the largest industrial employer in the region."
28-scranton-ukrainian-weapons,6.0,"“With the Ukraine support, you know, one day I was sitting there thinking about what needs to be done, and it kind of hit me that what we were doing directly affects whether people live or die,” said Jim Jarick, a senior technology center engineer at the Tobyhanna Army Depot. “If we aren’t doing our job correctly, people could die tomorrow. And that just put this whole thing in perspective for me.”",Named Person,Jim Jarick,Senior technology center engineer at the Tobyhanna Army Depot,
28-scranton-ukrainian-weapons,7.0,"“If we aren’t doing our job correctly, people could die tomorrow. And that just put this whole thing in perspective for me.”",Named Person,Jim Jarick,Senior technology center engineer at the Tobyhanna Army Depot,"But for some who work here, these jobs aren’t just about money."
28-scranton-ukrainian-weapons,8.0,"Mark Cancian, a senior advisor at the Center for Strategic and International Studies, told Morning Edition that Ukraine receives around 90,000 artillery shells a month, but that’s still not enough to keep up with Russia’s firing power.",Named Person,Mark Cancian,Senior advisor at the Center for Strategic and International Studies,"But keeping up with the Ukraine’s needs isn’t easy: it’s estimated that Russia produces 250,000 artillery shells a month – three times more than the U.S. military’s goal."
28-scranton-ukrainian-weapons,9.0,"“At the height of last year’s counteroffensive, the Ukrainians were firing about 6,000 a day, ” Cancian said. “The Russians are [firing] probably about 10,000 a day.”",Named Person,Mark Cancian,Senior advisor at the Center for Strategic and International Studies,"But keeping up with the Ukraine’s needs isn’t easy: it’s estimated that Russia produces 250,000 artillery shells a month – three times more than the U.S. military’s goal."
28-scranton-ukrainian-weapons,10.0,"Col. Olksandr Popov, the commander of a Ukrainian artillery unit, estimates that they need about 30 to 40 shells to take out one Russian target, which is why these artillery shells are at the top of Ukraine’s list of needs.",Named Person,Olksandr Popov,Colonel,"the commander of a Ukrainian artillery unit, "
28-scranton-ukrainian-weapons,11.0,"“Our first task is to save our people,” Popov said. “Without artillery, we cannot do this.”",Named Person,Olksandr Popov,Colonel,"the commander of a Ukrainian artillery unit, "
3-SF renewed-sweeps,1.0,"Robinson’s last encampment was swept about a month ago, and “nearly everything” was taken, including his state ID card, he said.",Named Person,Antonio Robinson,,"On a grey Thursday morning last week, Antonio Robinson watched as a coterie of cops, workers from the city Department of Public Works, and a pair of outreach specialists descended on his tent. The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings. "
3-SF renewed-sweeps,3.0,Robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 Cesar Chavez St. ,Named Person,Antonio Robinson,,"On a grey Thursday morning last week, Antonio Robinson watched as a coterie of cops, workers from the city Department of Public Works, and a pair of outreach specialists descended on his tent. The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings. "
3-SF renewed-sweeps,4.0," But in June, the Supreme Court green-lit such penalties, prompting Gov. Gavin Newsom to order California city officials to “move urgently” to clear illegal encampments around the state.
",Named Person,Gavin Newsom,Gov.,
3-SF renewed-sweeps,5.0,"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.",Named Person,London Breed,Mayor,
3-SF renewed-sweeps,8.0,"He was neither detained nor cited for illegal lodging, and told Gazetteer he had spoken to a member of the “Encampment Resolution Team,” who offered temporary shelter. ",Named Person,Antonio Robinson,,"On a grey Thursday morning last week, Antonio Robinson watched as a coterie of cops, workers from the city Department of Public Works, and a pair of outreach specialists descended on his tent. The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings. "
3-SF renewed-sweeps,9.0,"“All they do is tell me to go back to the Hunters Point Navigation Center. And I don’t want to do that. I had bad experiences,” he said.",Named Person,Antonio Robinson,,"""I had bad experiences,”"
3-SF renewed-sweeps,10.0,"Joey O’Brien, 46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail.",Named Person,Joey O’Brien,,camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail
3-SF renewed-sweeps,12.0,"“I don’t understand,” O’Brien kept repeating.",Named Person,Joey O’Brien,,camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail
3-SF renewed-sweeps,13.0,"More than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and “bits of silver.”",Named Person,Joey O’Brien,,"O’Brien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown. "
3-SF renewed-sweeps,15.0,"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Named Person,Hazel Williams,,City Hall watchdog
3-SF renewed-sweeps,16.0,"Many unhoused people, including Robinson, say it can be challenging to identify and retrieve their belongings at the facility.",Named Person,Antonio Robinson,,"When they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps. 
"
3-SF renewed-sweeps,17.0,"In a response to Gazetteer's questions about potential breaches in protocol, Public Works spokesperson Rachel Gordon only noted that ""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms."" Gordon said claims for lost property can be filed with the City Attorney's office.",Named Person,Rachel Gordon,Public Works spokesperson,"In a response to Gazetteer's questions about potential breaches in protocol, "
3-SF renewed-sweeps,18.0,"Instead, the city swooped down on the encampments at Sixth and Jessie streets earlier than scheduled, said Julian Highsmith, communications and policy director for the Coalition on Homelessness.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
3-SF renewed-sweeps,19.0,"“Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,” Highsmith said.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
3-SF renewed-sweeps,21.0,Highsmith told Gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
3-SF renewed-sweeps,22.0,"“I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,” he said.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
3-SF renewed-sweeps,23.0,"When asked where he would move next, he shrugged and noted in his characteristic whisper that he was staying in the neighborhood.",Named Person,Antonio Robinson,,It was a similar story for Robinson in Hunters Point.
3-SF renewed-sweeps,24.0,"“It’s quiet here,” he said.",Named Person,Antonio Robinson,,It was a similar story for Robinson in Hunters Point.
30-la-lower-rent-hikes,12.0,"Daniel Yukelson with the Apartment Association of Greater Los Angeles pointed to recent data from the National Apartment Association, a trade group for property owners, concluding that California landlords earn 7 cents of profit on average for every dollar of rent.",Named Person,Daniel Yukelson ,,with the Apartment Association of Greater Los Angeles.
30-la-lower-rent-hikes,13.0,"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person,Daniel Yukelson ,,with the Apartment Association of Greater Los Angeles.
30-la-lower-rent-hikes,14.0,"He said the report takes a macroeconomic view of the city’s rental market, but fails to capture the unique struggles facing many small landlords.",Named Person,Daniel Yukelson ,,with the Apartment Association of Greater Los Angeles.
30-la-lower-rent-hikes,15.0,"“There are plenty of owners out there who have had their renters in place for many years,” Yukelson said. “They're way below market. And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Named Person,Daniel Yukelson ,,with the Apartment Association of Greater Los Angeles.
30-la-lower-rent-hikes,17.0,"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition.",Named Person,Christina Boyar,"legal fellow, Public Counsel",and a member of the Keep L.A. Housed coalition.
30-la-lower-rent-hikes,19.0,"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,” Boyar said. “We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Named Person,Christina Boyar,"legal fellow, Public Counsel",and a member of the Keep L.A. Housed coalition.
30-la-lower-rent-hikes,21.0,"Daniel Flaming, president of the Economic Roundtable and a co-author of the report, said he didn’t have a good answer for why the report was kept under wraps.",Named Person,Daniel Flaming,"president, the Economic Roundtable",co-author of the report
30-la-lower-rent-hikes,22.0,"“I think when it's a politically contentious issue, there are attempts to manage the conversation,” Flaming said. “The substance of the report is final. It was submitted as a final report and accepted by the city as a final work product.”",Named Person,Daniel Flaming,"president, the Economic Roundtable",co-author of the report
30-la-lower-rent-hikes,23.0,"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release.",Named Person,Sharon Sandow,"spokesperson, L.A. Housing Department",
30-la-lower-rent-hikes,24.0,"“There are several rounds of revisions left to go before this report is considered final,” Sandow said in an email. “Economic Roundtable is under contract to complete this report through January 2025 — though clearly we hope to have it finalized before then.”",Named Person,Sharon Sandow,"spokesperson, L.A. Housing Department",
30-la-lower-rent-hikes,25.0,"By the end of last week, Sandow sent LAist a version of the report she described as ""final.""",Named Person,Sharon Sandow,"spokesperson, L.A. Housing Department",
30-la-lower-rent-hikes,31.0,"“The cost of electricity is just going to continue going up,” Yukelson with the Apartment Association said. If the city stops landlords who provide electricity from raising rents an additional 1% per year, he said, “The next tenant is going to have to pay that burden, because the rents are going to have to go up.”",Named Person,Daniel Yukelson ,,with the Apartment Association of Greater Los Angeles.
30-la-lower-rent-hikes,32.0,"On balance, Flaming said the report shows that L.A.’s policies diverge significantly from how other California cities handle rent control. He said the utility surcharge in particular seems “arbitrary.”",Named Person,Daniel Flaming,"president, the Economic Roundtable",co-author of the report
30-la-lower-rent-hikes,33.0,"“The Los Angeles ceiling and floor are atypically high for rent-controlled cities,” he said. “Among cities that have elected to control rents — and not all cities have — Los Angeles appears to be tilted toward landlords.”",Named Person,Daniel Flaming,"president, the Economic Roundtable",co-author of the report
30-la-lower-rent-hikes,36.0,"Soto-Martinez, one of the council members who requested the report be commissioned — has already called for capping increases at 3%.",Named Person,Soto-Martinez,City Council Member,
30-la-lower-rent-hikes,37.0,"In an email reacting to the Economic Roundtable report, Soto-Martínez told LAist, “As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families.”",Named Person,Soto-Martinez,City Council Member,In an email reacting to the Economic Roundtable report
31-SV-GT-vermont_bill,1.0,"A senior at North Country Union High School in Newport, Wilburn, 17, recalls being in line for the bathroom when the girl in front turned around and reached for her hair. Despite telling her not to touch it, Wilburn said the girl ‚Äúgrabbed‚Äù her hair.",Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network,Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before.
31-SV-GT-vermont_bill,2.0,"‚ÄúShe then told me that I felt like a sheep and she imitated the noises of one,‚Äù said Wilburn, a leader with the Vermont Student Anti-Racism Network.",Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network,Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before.
31-SV-GT-vermont_bill,3.0,"Once, when she was wearing a head covering because she was in the midst of braiding her hair, Wilburn said a student pulled it off and ran away in the school hall. When she wore a headwrap another time, students said she looked like Marge Simpson and that she looked too African for their comfort. “Later in the day, someone took it off me,” she said.",Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network,Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before.
31-SV-GT-vermont_bill,5.0,"‚ÄúI wouldn‚Äôt be scared of going out with a bonnet or a head wrap if this bill was in place at the time of these incidents,‚Äù",Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network,Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before.
31-SV-GT-vermont_bill,6.0,"Addie Lentzner, executive director of the student anti-racism network, said she has seen hair discrimination in schools ‚Äî not just in policies and norms but also in the form of microaggressions and racial bias.¬†",Named Person,Addie Lentzner,executive director of the student anti-racism network,
31-SV-GT-vermont_bill,7.0,"‚ÄúI think it‚Äôs a huge problem in our schools and this bill would help address it,‚Äù Lentzner said.
",Named Person,Addie Lentzner,executive director of the student anti-racism network,
31-SV-GT-vermont_bill,8.0,"Modeled after language promoted as the¬†CROWN Act¬†and already enacted in 23 other states, including New York and Maine, the bill aims to prevent ‚Äúan erasure and minimization of the experiences of marginalized people,‚Äù particularly Black and brown people, Rep. Saudia LaMont, D-Morristown, said during a preliminary vote on the bill Tuesday.",Named Person,Saudia LaMont, Rep. D-Morristown,said during a preliminary vote on the bill
31-SV-GT-vermont_bill,9.0,"She cited a 2023 study that found 66% of Black girls in predominantly white schools and 44% of Black girls in all schools report experiencing hair discrimination, and that the experiences typically happen before they are 10.",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,10.0,"For her daughter, it first occurred in pre-school. While picking up her daughter one afternoon she said she was dismayed to find her wearing a stop sign on her chest that read, ‚ÄúPlease ask to touch my hair.‚Äù",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,11.0,"A teacher explained that her daughter was reacting to several instances of students touching and petting her hair without her consent, LaMont continued. “So it was in fact my 4-year-old’s idea to make a sign as a signal to her peers to stop violating her body and personal space,” she said.",Named Person,Saudia LaMont, Rep. D-Morristown,daughter was reacting to several instances of students touching and petting her hair without her consent
31-SV-GT-vermont_bill,12.0,"In another incident, her daughter‚Äôs dance teacher asked to have her recently installed braids taken out so the child‚Äôs hair could be put up in a bun to look like the majority of the other white kids in the class.",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,13.0,"LaMont outlined to her House colleagues on Tuesday the ways in which caring for Black hair is a process. It can take a day to wash, dry and detangle and protective styling, such as box braids or twists, can involve 8 to 22 hours of work.",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,14.0,"The bill is important, she said then, because ‚Äúhair type, textures, styles, protective hairstyles‚Äù are ‚Äúa symbol of one‚Äôs identity and ability to show up authentically,‚Äù which includes ‚Äúthe freedom to take pride in one‚Äôs appearance in ways people choose that feels in alignment with the traits that are associated with their race (and) improves confidence, self esteem, dignity and respect.‚Äù",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,15.0,"Black women’s hair is more likely to be perceived as unprofessional, she said, citing surveys. Many of them feel they must wear their hair straight in a job interview and report being sent home or denied a job because of their hair. The same kind of assumptions are used to prevent students with certain hairstyles from engaging in sports and other activities, she added.",Named Person,Saudia LaMont, Rep. D-Morristown,citing surveys
31-SV-GT-vermont_bill,16.0,"‚ÄúHair and head coverings do not determine behavior, capacity or competency and people should not be penalized, discriminated against or treated as such,‚Äù she said.",Named Person,Saudia LaMont, Rep. D-Morristown,
31-SV-GT-vermont_bill,17.0,"Hair discrimination is degrading, disrespectful and invades people‚Äôs privacy in deep ways, said one of the bill‚Äôs primary sponsors, Rep. Kevin ‚ÄúCoach‚Äù Christie, D-Hartford. He pointed to incidents of it nationwide that have challenged athletes, students and teachers.¬†",Named Person,Kevin ‚ÄúCoach‚Äù Christie,Rep. D-Hartford,one of the bill‚Äôs primary sponsors
31-SV-GT-vermont_bill,18.0,"‚ÄúIt seems like a small bill but in actuality, it‚Äôs another big block in the foundation of equity in the state,‚Äù Christie said, adding that it pains him when families choose to leave Vermont after facing racial bullying, hazing and harassment.",Named Person,Kevin ‚ÄúCoach‚Äù Christie,Rep. D-Hartford,one of the bill‚Äôs primary sponsors
31-SV-GT-vermont_bill,19.0,"Representing Vermont‚Äôs most diverse community, Rep. Daisy Berbeco, D-Winooski, also a sponsor, told VTDigger the bill is an important step in advancing equity and ‚Äúa step in the right direction towards people feeling safe and welcome in our state, no matter where they are in Vermont.‚Äù",Named Person,Daisy Berbeco,Rep. D-Winooski,"represents Vermont's most diverse community, another bill sponsor "
31-SV-GT-vermont_bill,20.0,"Rep. Mike Mrowicki, D-Putney, another bill sponsor, said he has heard from constituents who have faced discrimination due to their hair.",Named Person,Mike Mrowicki,Rep. D-Putney,another bill sponsor 
31-SV-GT-vermont_bill,21.0,"With the population and demographic of Vermont fast changing, this bill is a common sense effort to make sure that residents are not ostracized or mistreated because of who they are, he said.",Named Person,Mike Mrowicki,Rep. D-Putney,another bill sponsor 
31-SV-GT-vermont_bill,22.0,"‚ÄúThe reality that people of color are often ostracized or mistreated because of their hair. It can be as seemingly innocent as people wanting to touch it ‚Äî which is really an invasion of people‚Äôs space,‚Äù he said.",Named Person,Mike Mrowicki,Rep. D-Putney,another bill sponsor 
32-openai_board,9.0,"“After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms,” an Anthropic spokeswoman, Sally Aldous, said.",Named Person,Sally Aldous,Anthropic spokeswoman,
32-openai_board,17.0,"At 5:15 a.m. on Monday, he posted on X, formerly Twitter, that “I deeply regret my participation in the board’s actions.”
",Named Person,Ilya Sutskever,,
33-human-border_patrol_towers,10.0,"“That’s where we’ve seen a huge number of these towers go up,” said Dave Maass, the nonprofit’s director of investigations. The foundation has built an interactive map tracking border surveillance from San Diego to Brownsville, Texas. A few dozen more recently discovered towers in Texas will be added to the map over the next couple of weeks, he said. ",Named Person,Dave Maass,"director of investigations, Electronic Frontier Foundation","San Francisco-based Electronic Frontier Foundation, a nonprofit that advocates for digital privacy, has been tracking the rapid expansion of installations of Anduril and other towers in the remote regions of eastern San Diego and Imperial counties."
33-human-border_patrol_towers,15.0,"“These towers aren’t checking people’s papers,” Maass said. “People have lived on the border longer than the United States has been a country. Just being somebody who lives on the border, whose family are on both sides of the border, doesn’t make you a criminal and shouldn’t put you under suspicion.”",Named Person,Dave Maass,"director of investigations, Electronic Frontier Foundation","San Francisco-based Electronic Frontier Foundation, a nonprofit that advocates for digital privacy, has been tracking the rapid expansion of installations of Anduril and other towers in the remote regions of eastern San Diego and Imperial counties."
33-human-border_patrol_towers,17.0,"“The towers deployed in California have 360-degree, AI-fueled visual and auditory surveillance capabilities,” said Erika Pinheiro, executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana. ",Named Person,Erika Pinheiro,executive director of Al Otro Lado,"a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana."
33-human-border_patrol_towers,18.0,"“If they wanted to, the government could track the movements of any individual living on the California border,” Pinheiro said. ",Named Person,Erika Pinheiro,executive director of Al Otro Lado,"a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana."
33-human-border_patrol_towers,22.0,"“There’s just such a lack of accountability with those billions of dollars,” said Pinheiro. ",Named Person,Erika Pinheiro,executive director of Al Otro Lado,"The Department of Homeland Security has a budget of $103.2 billion, with an extra $4.7 billion in a Southwest border contingency fund, for fiscal 2024. "
33-human-border_patrol_towers,24.0,"“We saw this too under the Trump administration,” Pinheiro said. “When additional funding was allocated for humanitarian support, diapers and formula and things to help the families crossing the border, we saw that Border Patrol spent that money on ATV’s and other surveillance toys that they deployed on the border.",Named Person,Erika Pinheiro,executive director of Al Otro Lado,"a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana."
33-human-border_patrol_towers,25.0," “Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?” she asked. ",Named Person,Erika Pinheiro,executive director of Al Otro Lado,"a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana."
33-human-border_patrol_towers,26.0,"Gov. Gavin Newsom has said California cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall. ",Named Person,Gavin Newsom,Gov.,
34-human-ca_guanranteed_income,1.0,"“With all the struggling I was doing, my attitude took a hit,” Kahlia said. “The more you witness yourself being down and out, the more you feel down and out, and the more stuck you feel.”",Named Person,Kipp Kahlia,Guitarist,"Her health deteriorated and visits to doctors drained her savings. Recently she decided to start a business performing social justice songs at events. But with no extra funds or time, she had to pause the venture. "
34-human-ca_guanranteed_income,2.0,"The pilot program will allow researchers to track its impact in a large, diverse region, said Sean Kline, director of the Stanford Basic Income Lab, which studies guaranteed income programs across the country. ",Named Person,Sean Kline,"Director, Stanford Basic Income Lab",director of the Stanford Basic Income Lab. Which studies guaranteed income programs across the country. 
34-human-ca_guanranteed_income,3.0,"“Whenever L.A. city or county or Chicago or New York do something bold like this, it’s a really important signal that this big policy idea found its footing during COVID and represents a possible way forward in terms of supporting low income people across America,” Kline said.  ",Named Person,Sean Kline,"Director, Stanford Basic Income Lab",director of the Stanford Basic Income Lab. Which studies guaranteed income programs across the country. 
34-human-ca_guanranteed_income,4.0,"One question the Breathe program raises, Kline said, is what does it mean to have extra money for months versus several years?  “If you knew the money was coming for three years, it’s a much longer runway. Can you go back to school? Can you quit your job now and look for a new one? Can you care for your aging parents?” ",Named Person,Sean Kline,"Director, Stanford Basic Income Lab",director of the Stanford Basic Income Lab. Which studies guaranteed income programs across the country. 
34-human-ca_guanranteed_income,5.0,"Every six months, program participants and members in the control group receive the same survey questions about their wellbeing, financially and mentally,  said Amy Castro, director of Penn’s Center for Guaranteed Income Research.",Named Person,Amy Castro ,"Director, Penn's Center for Guaranteed Income Research","Researchers at the University of Pennsylvania are surveying the 1,000 Breathe participants, along with a control group of people not receiving funds."
34-human-ca_guanranteed_income,10.0,"“There is so much we don’t know yet,” Castro said. “We don’t know how long people need to receive cash to create what level of change.” ",Named Person,Amy Castro ,"Director, Penn's Center for Guaranteed Income Research",
34-human-ca_guanranteed_income,11.0,"More than halfway through the Breathe program, Kahlia said she and her business remain a work in progress, but the funds have given her an ability to move forward in a way she hadn’t before. ",Named Person,Kipp Kahlia,Guitarist,"Kahlia was selected as one of 1,000 participants in L.A. County’s guaranteed income program, called Breathe. "
34-human-ca_guanranteed_income,12.0,"“It’s taking me from always putting out fires to being able to actually make some moves to advance, not just being stuck,” Kahlia said. ",Named Person,Kipp Kahlia,Guitarist,"Kahlia was selected as one of 1,000 participants in L.A. County’s guaranteed income program, called Breathe. "
34-human-ca_guanranteed_income,13.0,"“I didn’t expect to be accepted,” to the Breathe program, Kahlia said. “When I was, I was really, really pleasantly surprised. It definitely took the edge off.” ",Named Person,Kipp Kahlia,Guitarist,"The money came at the perfect time. Because of the pandemic, Kahlia had stopped teaching guitar lessons in person at parks and recreation centers and transitioned to virtual teaching. But one by one, her clients dropped off. "
34-human-ca_guanranteed_income,14.0,"Kahlia said she doesn’t keep track of how she spends the Breathe money. A lot of it has gone to health expenses, and some has gone to her business. But she also spends it on day-to-day things like groceries, or a taco night out with friends, she said. ",Named Person,Kipp Kahlia,Guitarist,"Kahlia was selected as one of 1,000 participants in L.A. County’s guaranteed income program, called Breathe. "
34-human-ca_guanranteed_income,15.0,"Kahlia thought if she was going to meet clients for her business, showing up in an old, dinged up car wouldn’t do a lot for her image. ",Named Person,Kipp Kahlia,Guitarist,Her biggest expense has been a new car she leased after her 28-year-old Toyota Corolla started breaking down.
34-human-ca_guanranteed_income,16.0,"“I’m probably getting more comfortable with spending money,” she said. “Just learning to say yes to stuff. There’s some stuff that, at the beginning of the program I felt was, you know, almost extravagant. And now I’m like ‘Oh my god, I really needed that for my business to move forward.’”",Named Person,Kipp Kahlia,Guitarist,"Under other circumstances, Kahlia would have thought twice before spending that money.  "
34-human-ca_guanranteed_income,19.0,"There’s also anecdotal evidence that participants are spending some on things that may help them build wealth, like starting a business or saving for a down payment on a home, said Brian Arredondo, a coach for program participants. ",Named Person,Brian Arredondo,Coach,a coach for program participants.
34-human-ca_guanranteed_income,20.0,"He said participants come to him with a huge variety of needs, from questions about investing and money management to how to find a good mechanic. ",Named Person,Brian Arredondo,Coach,Arredondo regularly checks in with about 300 participants. 
34-human-ca_guanranteed_income,21.0,"“People need help with normal, everyday interactions that may be easy for some individuals,” he said. “But for others, they don’t have any prior experience with them.”",Named Person,Brian Arredondo,Coach,"When Kahlia wanted to lease a new car, she went to Arredondo, who helped her research the used car market. He has helped other participants look for new cars and accompanied them to dealerships.  "
34-human-ca_guanranteed_income,24.0,"It’s those hard-to-measure impacts that are key, said Ely Fournier, who oversees the program coaches at Strength Based Community Change.  ",Named Person,Ely Fournier,"Director, Strength Based Community Change",who oversees the program coaches at Strength Based Community Change.  
34-human-ca_guanranteed_income,25.0,"“It can’t just be the money,” Fournier said. “It’s the opportunity and the access to experiences sometimes that really make a big difference when there is even a little bit more resources folks can have. ”",Named Person,Ely Fournier,"Director, Strength Based Community Change",who oversees the program coaches at Strength Based Community Change.  
34-human-ca_guanranteed_income,26.0,"The program funds have given her time, she said. ",Named Person,Kipp Kahlia,Guitarist,"But she’s made some progress. Normally she’d be stuck in a cycle of teaching guitar lessons to make money, but wouldn’t have time for her business. "
34-human-ca_guanranteed_income,27.0,"“I haven’t gotten to the sexy part yet,” Kahlia said. “I had to get stronger and healthier, clear space, and lay a foundation first. Pulling yourself out of a hole often doesn’t look dramatic. For me it’s been the ability to do some fairly tedious stuff over an extended period of time, over and over again.” ",Named Person,Kipp Kahlia,Guitarist,Now Kahlia is taking a step back from teaching and spending time writing new arrangements of music to perform for clients. She’s working on updating her website and making calls to potential clients. 
35-Trump-Tariffs-Rattling-Meta,2.0,"Susan Li, Meta’s chief financial officer, said in an earnings call this year that online commerce ads were the “largest contributor to year-over-year growth” to the company’s advertising revenue.",Named Person,Susan Li,Meta’s chief financial officer,
35-Trump-Tariffs-Rattling-Meta,5.0,"In an investor call last year, Ms. Li defended the company’s exposure to any fluctuation in spending by Temu and Shein.",Named Person,Susan Li,Meta’s chief financial officer,
